aspect_ratio,aspect_ratio_dev,circularity,eccentricity,contour_area_ratio,edge_density,angle_dev_90,sin_angle,cos_angle,delta_orientation,delta_center_x,delta_center_y,movement_speed,roll_mean_aspect_ratio,roll_std_aspect_ratio,roll_mean_angle_dev,roll_std_angle_dev,roll_mean_speed,roll_std_speed
1.0053853960915162,0.005385396091516226,0.8284626408869834,0.21139041740802814,1.0,0.15,0.06778939615119839,0.9999993000802965,0.0011831478847409483,-0.1643900399930357,1.0,0.5,1.12,1.0030913162629689,0.02176626587405661,1.4253330529101806,1.4447699531387383,1.12,0.0
1.0563550464453308,0.05635504644533085,0.8274001783282382,0.18827181279182365,1.0,0.15,1.796451010602027,0.9995085040794066,0.03134884803221304,0.5123455408278469,1.0,0.5,1.12,1.0164072488085594,0.032017231688081425,1.5181125423331423,1.1941547692651413,1.12,0.0
1.0534274592884825,0.05342745928848247,0.8179035598715111,0.2101540961111198,1.0,0.15,1.9914010825213495,0.9993960534603171,0.03474950831224798,0.4208153067279941,1.0,0.5,1.12,1.0238112909045438,0.03229437320218151,1.6127702503707837,1.0556062799044488,1.12,0.0
1.0675625456961881,0.06756254569618814,0.8388568994214052,0.20044580495316294,1.0,0.15,1.773409396221524,0.9995210302587415,-0.030946891128251983,0.30386814646141264,1.0,0.5,1.12,1.032599863559554,0.03774800225693291,1.7145795540625612,1.0380040991002586,1.12,0.0
1.052769971995002,0.05276997199500211,0.8990535635699222,0.20579499314113514,1.0,0.15,1.1486604318616003,0.999799047452697,0.020046563612745667,0.7072608021536756,1.0,0.5,1.12,1.047100083903304,0.024065873990735728,1.35554226347154,0.7865172345909421,1.12,0.0
1.016966849268167,0.01696684926816694,0.8044560413352495,0.19525322811915968,1.0,0.15,1.16130784836281,0.999794598035158,-0.02026725782430242,-0.587996114940555,1.0,0.5,1.12,1.0494163745386342,0.01909015323770744,1.5742459539138622,0.39201418370058544,1.12,0.0
1.0129465920093956,0.01294659200939563,0.8377998722394534,0.1846411795995425,1.0,0.15,2.9170061068864896,0.9987042965720038,-0.05088937029104515,-0.7620941311275815,1.0,0.5,1.12,1.040734683651447,0.024304201741439886,1.7983569731707547,0.7275303219318787,1.12,0.0
0.9754250333350198,0.024574966664980158,0.8360814004431414,0.2229974127402044,1.0,0.15,2.882195622203085,0.9987350304683964,0.05028259057856293,-0.028692991774554342,1.0,0.5,1.12,1.0251341984607545,0.036228942398692975,1.9765158811071017,0.879763985952641,1.12,0.0
0.9618054258644232,0.03819457413557681,0.8436569160665178,0.19696735606142796,1.0,0.15,1.2698053587822073,0.999754426627452,0.02216047018487644,-1.1170989670795617,1.0,0.5,1.12,1.0039827744944014,0.03613723903301327,1.8757950736192384,0.9358689540707915,1.12,0.0
1.0429640842940762,0.042964084294076166,0.8477704719856168,0.20098573596487962,1.0,0.15,0.24884816842801172,0.999990568235378,0.004343206221875175,0.8503069580025917,1.0,0.5,1.12,1.0020215969542163,0.032953455686511576,1.6958326209325207,1.1683002417996449,1.12,0.0
0.9944272225151968,0.005572777484803226,0.8429671098977389,0.2061279357961387,1.0,0.15,0.6213093158829537,0.9999412055658888,0.010843680714449348,0.7398749307701444,1.0,0.5,1.12,0.9975136716036224,0.031923455202606414,1.5878329144365495,1.2520249336119769,1.12,0.0
1.019078518043768,0.019078518043768034,0.8415061380171018,0.20795210010848528,1.0,0.15,0.5603059650377986,0.9999521841621061,-0.009779028041352672,0.2479446812095632,1.0,0.5,1.12,0.9987400568104967,0.03277108265929432,1.1164928860668113,1.0545815381040373,1.12,0.0
0.9080283243180627,0.09197167568193731,0.8252204316052244,0.19402804487215694,1.0,0.15,1.0949124235921914,0.999817412816212,0.01910866372869646,-0.17881755189947163,1.0,0.5,1.12,0.9852607150071053,0.05261259414223653,0.7590362463446325,0.41606856393918,1.12,0.0
